"Hits: 3697","page_num: 1","page_size: 2000","Keyword Version: 21.1","Revision: 2025-04-21 07:18:04","Timestamp: 2025-04-27 22:52:39","Terms Of Use: https://cdn.earthdata.nasa.gov/conduit/upload/5182/KeywordsCommunityGuide_Baseline_v1_SIGNED_FINAL.pdf","The most up to date XML representations can be found here: https://gcmd.earthdata.nasa.gov/kms/concepts/concept_scheme/providers/?format=xml","Case native"
Bucket_Level0,Bucket_Level1,Bucket_Level2,Bucket_Level3,Short_Name,Long_Name,Data_Center_URL,UUID
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/GSWRL/SWAT","Soil and Water Assessment Tool, Grassland Soil and Water Research Laboratory, Agricultural Research Service, U. S. Department of Agriculture","http://www.brc.tamus.edu/swat/","32f6461a-637f-414f-b2c2-e224bccb0fc9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/HCRL","Horticultural Crops Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov/pwa/corvallis/hcrl","9392a57c-9d78-4140-bb48-10f3a2cea5eb"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/IS","Information Services, Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov/News/docs.htm?docid=1282","0bc1a0a3-4825-4bb8-9404-c1b2a0a37b3b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/JER","Jornada Experimental Range,  Agricultural Research Service, U. S. Department of Agriculture","http://usda-ars.nmsu.edu/","cec7ba05-87aa-446f-9152-3707b7e608be"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/JPCSNRCC","J.P.Campbell, Sr., Natural Resource Conservation Center,  Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov/Main/docs.htm?docid=2275","1a81027b-fad7-48c5-97d9-23c5030a5689"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/MARC/BERU","Biological Engineering Research Unit,  Meat Animal Research Center, Agricultural Research Service, U. S. Department of Agriculture","http://www.marc.usda.gov/","5e7bcbe2-1671-44e7-bd54-e521f5056145"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NAL/WQIC","Water Quality Information Center, National Agricultural Library,  Agricultural Research Service, U. S. Department of Agriculture","http://www.nal.usda.gov/wqic/","763c6190-d4aa-418e-aea8-2de4c0afb147"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NCSCRL","North Central Soil Conservation Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.mrsars.usda.gov/morris/mrsars.htm","89d72657-4b85-44c4-ad78-12d11d0bdbea"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NCSU/NCARS","NC Agricultural Research Service, North Carolina State University, Agricultural Research Service, U. S. Department of Agriculture","http://www.cals.ncsu.edu/research/intro/","8e0e6440-1612-49f6-9a5d-45ed0e13fd06"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NPARL","Northern Plains Agricultural Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.sidney.ars.usda.gov/","2b3d25ea-27f4-4062-9b1b-9eeba68f0595"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NSTL","National Soil Tilth Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.nstl.gov/","8d017d99-0662-46fe-b3c2-349d354bda1e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/NWRC","Northwest Watershed Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://www.nwrc.ars.usda.gov/","131a1502-c28e-47bd-9fb3-5a8e7d6fd0e9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/PBARC","Pacific Basin Agricultural Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://pbarc.ars.usda.gov/index.shtml","9ffe55b3-ad69-4afa-81ec-49234f0c6ffe"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/PSWMRL","Pasture Systems & Watershed Management Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://pswmru.arsup.psu.edu/","2245cd3f-c81f-49cd-8cc9-d34eecf2035f"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SES/RSPERU","Range Sheep Production/Efficiency Research Unit,  U.S. Sheep Experiment Station, Agricultural Research Service, U. S. Department of Agriculture","http://pwa.ars.usda.gov/dubois/","6b43a8a7-6237-4d50-9c84-9bc9e62524f9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SEWRL","Southeast Watershed Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://sacs.cpes.peachnet.edu/sewrl/","80143f31-90ca-4a56-9953-e72dcf9d7426"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SHRS","Subtropical Horticulture Research Station,  Agricultural Research Service, U. S. Department of Agriculture","http://www.ars-grin.gov/ars/SoAtlantic/Miami/homeshrs.html","f09ce316-53f5-47db-864c-80fe0f1d59b7"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SPARC","Southern Plains Agricultural Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://algodon.tamu.edu/","9066ec98-9a5a-4102-a0c2-2051ab00b9fc"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SPARC/APMU","Area Wide Pest Management Research Unit, Southern Plains Agricultural Research Center,  ARS, U. S. Department of Agriculture","http://apmru.usda.gov/","b0a177e3-51c0-40c5-b31a-d64743ee0170"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SPNRU","Soil, Plant, and Nutrients Research Unit,  Agricultural Research Service, U. S. Department of Agriculture","http://spnr.ars.usda.gov/","2115953c-f28c-4de8-acea-088b4f89e31b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SWCRU","Soil and Water Conservation Research Unit, Agricultural Research Service, U. S. Department of Agriculture","https://www.ars.usda.gov/pacific-west-area/pendleton/swcr/","1363fe24-e6d1-4d8b-9663-bf5f8830dd3c"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/SWRC","Southwest Watershed Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://www.tucson.ars.ag.gov/","fb528703-0bec-4c21-aa49-075bc4a86cd5"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/USHRL","U.S. Horticultural Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov/main/site_main.htm?modecode=66-18-00-00","86cf2d64-fa45-4098-b17a-936e6a3eda0a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/VFCRU","Vegetable and Forage Crop Research Unit, Agricultural Research Service, U.S. Department of Agriculture","http://www.usda.prosser.wsu.edu/","e637550c-b20c-4eac-b85c-ff5d96fe7b14"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/WRRC","Western Regional Research Center,  Agricultural Research Service, U. S. Department of Agriculture","http://www.pw.usda.gov/","6dcee889-d84d-43cb-8eb3-b8365d80cd9b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ARS/YARL","Yakima Agricultural Research Laboratory,  Agricultural Research Service, U. S. Department of Agriculture","http://www.ars.usda.gov/main/site_main.htm?modecode=53-52-00-00","84f67abb-833b-4c08-ba89-9cd3f76d29d1"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/AES/UC-DAVIS","Agricultural and Environmental Sciences, University of California-Davis, USDA-CSREES","http://www.aes.ucdavis.edu/front-page","4245c386-7cf6-411a-a64c-cd6dc23a11de"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/CRIS","Current Research Information System, USDA-CSREES","http://cris.csrees.usda.gov/","11583b2c-9bff-46cc-957b-e8d3cfec9fb9"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/FARM-A-SYST","National Farm Assessment Office, USDA-CSREES","http://www.uwex.edu/farmasyst/","6fb017d7-c5fe-44d7-9f6c-3caf60955374"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/LAES/LSU","Louisiana Agricultural Experiment Station, Louisiana State University, USDA-CSREES","http://www.agctr.lsu.edu/nav/research/research.asp","28e7af4b-9020-4c19-a00c-aebb5e7ef741"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/MSAFES/MSU","Mississippi Agricultural and Forestry Experiment Station, Mississippi State University, USDA-CSREES","http://msucares.com/","98b3e5bc-5679-41b2-b046-edc0ad87dc4a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/NCCES/NCSU","North Carolina Cooperative Extension Service, North Carolina State University, USDA-CSREES","http://www.ces.ncsu.edu/","4b69c6fc-3305-4de5-97db-6662097b7223"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/SDCES/SDSU","South Dakota Cooperative Extension Service, South Dakota State University, USDA-CSREES","http://www3.sdstate.edu/CooperativeExtension/","9b498718-8bb2-43d4-a7b2-9a1357800e09"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/CSREES/UAEX/UARK","University of Arkansas Cooperative Extension, University of Arkansas, USDA-CSREES","http://www.uaex.edu/","bbad1dbc-9a0b-4194-b0ae-58c8f77f9490"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/ERS/ESS","Economics and Statistics System, Economic Research Service, U. S. Department of Agriculture","http://usda.mannlib.cornell.edu/","8cb10f39-12f1-49ce-8ce1-2952754c0b97"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FAS","Foreign Agricultural Service, U. S. Department of Agriculture","http://www.fas.usda.gov/","935b0431-ed1b-4253-842f-0dc85c7cb445"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS","Forest Service, U. S. Department of Agriculture","https://www.fs.usda.gov/","f274fd77-02d2-4c98-b3c4-a9073b9c2e5a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/EMC/NRIS","Natural Resource Information System, Ecosystem Management Coordination, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/ne/global/fsgcrp/index.html","fb4032e4-0ea4-469d-9aa2-6c87377271f6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/FAM","Fire & Aviation Management, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/fire","3e5058f6-f479-442b-81ae-a91e9f5c4df0"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/FHP","Forest Health Protection, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/foresthealth/","373d4dfd-0da7-4da2-99d9-b3eabcb58102"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/FIA","Forest Inventory and Analysis, Forest Service, U.S. Department of Agriculture","http://fia.fs.fed.us/","3e9c36c0-854e-4c21-817f-3da526e173f6"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/LAR","Land and Realty Management, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/land/staff/","51d9fc31-fd16-4594-9cac-5675c00f45d3"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/NERS/FSL","Forestry Sciences Laboratory, Northeastern Research Station, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/ne/burlington/","5c317e8f-d67b-4385-ac29-612781c9ab0a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/NWFP","Northwest Forest Plan, Forest Service, U.S. Department of Agriculture","http://www.reo.gov/","2280d316-c570-47f0-825c-4cf96eb4e751"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/PNW/ICBEMP","Interior Columbia Ecosystem Management Project, Pacific Northwest Research Station, Forest Service, U. S. Department of Agriculture","http://www.icbemp.gov/","df9c99f7-dd5e-4cde-b549-2abadc210c27"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/RD/TS","Treesearch, Research and Development, Forest Service, U. S. Department of Agriculture","http://www.treesearch.fs.fed.us/","1c348e77-8ce2-4ea6-8918-90942fafc7e2"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/RM","Rangelands Management, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/rangelands/","eefc76b8-01a9-4097-91fe-b334860c4930"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/RMRS/MGSL","Moscow Forestry Sciences Laboratory, Rocky Mountain Research Station, Forest Service, U. S. Department of Agriculture","http://forest.moscowfsl.wsu.edu/","65b96a62-6b88-4345-a147-7304bed6c910"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/SR","Southern Region, Forest Service, U. S. Department of Agriculture","http://www.fs.fed.us/r8/texas/","4a4f68a8-afd4-4543-b16d-fc6b0fd97181"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/FS/SRS","Southern Research Station, Forest Service, U. S. Department of Agriculture","http://www.srs.fs.fed.us/","0a7db138-da76-409b-8df5-71d4b9bd52de"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NAL/AGNIC","Agriculture Network Information Center, National Agricultural Library, U. S. Department of Agriculture","http://www.agnic.org/","0f50fa2d-b902-422c-be9e-76bece5f3e32"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NASS","National Agricultural Statistics Service, U. S. Department of Agriculture","http://www.nass.usda.gov/index.asp","c373186f-c8be-454d-8308-069d57d10039"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NRCS/ALASKA","Natural Resources Conservation Service-Alaska, U. S. Department of Agriculture","http://www.ak.nrcs.usda.gov/","315e7128-e8c5-4035-af7c-9394b68fd1dd"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NRCS/CED","Conservation Engineering Division, Natural Resources Conservation Service, U. S. Department of Agriculture","http://www.nrcs.usda.gov/technical/ENG/","3edfa644-91c2-40ce-b39c-6f6c2a579d9d"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NRCS/ESIS","Ecological Site Information System, Natural Resources Conservation Service, U. S. Department of Agriculture","http://esis.sc.egov.usda.gov/","df4b513c-7d24-44cb-9a62-e02e786a4768"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NRCS/NCGC","National Cartography and Geospatial Center, National Resources Conservation Service, U. S. Department of Agriculture","http://www.ncgc.nrcs.usda.gov/","62b2625d-a709-41d3-8269-c788a0d2f57a"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/NRCS/NEBRASKA","Natural Resource Conservation Service-Nebraska, U.S. Department of Agriculture","http://www.ne.nrcs.usda.gov/","6273809b-0de5-4579-83c1-2a4d5dbdea6b"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","USDA","","","USDA/RMA","Risk Management Agency, U. S. Department of Agriculture","http://www.rma.usda.gov/","5ce0b4b6-d13e-4d28-a895-287deef8f55a"
"ACADEMIC","","","","USF/CAS","College of Arts and Sciences, University of South Florida","http://www.cas.usf.edu/","94025de7-364e-4357-a68a-90108f3e007d"
"ACADEMIC","","","","USF/CMS","College of Marine Science, University of South Florida","http://www.marine.usf.edu/","c6c72be2-c1c6-4f58-8c84-60913b59a26f"
"ACADEMIC","","","","USF/CMS/IMARS","Institute for Marine Remote Sensing, College of Marine Science, University of South Florida","http://imars.usf.edu/","cf183107-dddf-49b8-ad38-9a08d5a7ee35"
"ACADEMIC","","","","USF/FCCDR","Florida Center for Community Design and Research, University of South Florida","http://www.fccdr.usf.edu/","befc353e-3d94-45b3-8640-657656dfbfc0"
"ACADEMIC","","","","USF/ISB","Institute for Systematic Botany, University of South Florida","http://www.plantatlas.usf.edu/isb/","28010272-8bb2-45c4-966f-3c6893648f1e"
"GOVERNMENT AGENCIES-U.S. FEDERAL AGENCIES","DOI","USGS","","","","http://www.usgs.gov/","5fea4160-25a7-44b5-bfba-ef140fdffaf4"
"ACADEMIC","","","","USM/CBEP","Casco Bay Estuary Partnership, University of Southern Maine","http://www.cascobay.usm.maine.edu","9f3c3b9d-7e7b-4a0b-b8b3-84d5ec23abfd"
"ACADEMIC","","","","USNA/OCEAN","Department of Oceanography, United States Naval Academy","http://www.usna.edu/Oceanography/","88779778-9b35-43a1-99fb-7df00095efc6"
"ACADEMIC","","","","USP/IB/MARCUS","Departamento de Zoologia, Instituto de Biociencias, Universidade de Sao Paulo","http://marcus.ib.usp.br/","07035dc8-f8aa-4baf-ac6d-8aebfc535cdc"
"ACADEMIC","","","","USP/IO","Institituto Oceanografico, Universidade de Sao Paulo","http://www.io.usp.br/","79846457-3bda-402b-90d7-4c85f9755928"
"ACADEMIC","","","","USTC","University of Science and Technology of China","http://en.ustc.edu.cn/","da01e898-8643-47a3-962e-672f9a29d2f5"
"ACADEMIC","","","","USTL/LOA","Laboratoire d'Optique Atmospherique, Universite des Sciences et Technologies de Lille","http://www-loa.univ-lille1.fr/","9878c1ef-3273-4436-b656-3424b01dc7f1"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","UTAH","","","UT/AGRC","Automated Geographic Reference Center, Utah","http://agrc.utah.gov/","db4927ad-5fde-4b46-9383-5b6cfd651dc3"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","UTAH","","","UT/CLIM","Utah Climate Center, Utah","http://climate.usu.edu/","7994810c-85f2-4ebd-8489-5761c50f3e48"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","UTAH","","","UT/DOT","Department of Transportation, Utah","http://www.dot.state.ut.us/","959c502e-9425-496b-887e-d475482681c3"
"U.S. STATE/REGIONAL/LOCAL AGENCIES","UTAH","","","","","","fac0fd8e-e9e6-4577-8671-ab06ff416d6c"
"ACADEMIC","","","","UTN-C/BES","Biological and Environmental Sciences, University of Tennessee - Chattanooga","https://www.utc.edu/biology-geology-environmental-science/","57f024dd-cbbe-40e6-86b2-60f51953eb1e"
"ACADEMIC","","","","UTN-K/EECS","Department of Electrical Engineering and Computer Science, University of Tennessee - Knoxville","https://www.eecs.utk.edu/","0413ac51-66bc-45dc-84e5-d0846763d10c"
"ACADEMIC","","","","UTX-AUSTIN/ARL","Applied Research Laboratories, University of Texas at Austin","http://www.arlut.utexas.edu/","86412c60-afa5-4aa7-b5df-6be3b2ffdc43"
"ACADEMIC","","","","UTX-AUSTIN/CSR","Center for Space Research, University of Texas at Austin","http://www.csr.utexas.edu/","92166725-dccb-4949-bfd3-693f27388ea4"
"ACADEMIC","","","","UTX-AUSTIN/ENGR/CRWR","Center for Research in Water Resources, Bureau of Engineering Research, University of Texas at Austin","http://www.crwr.utexas.edu/","7d3bd8d3-07f9-4d73-b0d3-b695f376b14b"
"ACADEMIC","","","","UTX-AUSTIN/GEOSCI/BEG","Bureau of Economic Geology, School of Geosciences, University of Texas at Austin","http://www.beg.utexas.edu/","60401bc4-a913-41f7-b58d-cbda3d3f9925"
"ACADEMIC","","","","UTX-MB/MBI/NRCC","National Resource Center for Cephalopods, Marine Biomedical Institute, University of Texas - Medical Branch","http://www.nrcc.utmb.edu/","e0127cb9-e9c6-4308-8999-5b534b92be13"
"ACADEMIC","","","","UVA-ESP/PHYS","Department of Applied Physics, University of Valladolid, Spain","http://www.cie.uva.es/ftao/","990739c4-5d9b-437c-b44c-310a79f7fd03"
"ACADEMIC","","","","UVA/ENVSCI/CRES","Center for Regional Environmental Studies, Department of Environmental Science, University of Virginia","http://www.uvacres.org/","b4bd44f2-e1bd-40fa-9ef3-046e7ccaecdb"
"ACADEMIC","","","","UVA/ENVSCI/GECP","Global Environmental Change Program, Department of Environmental Science, University of Virginia","http://www.gecp.virginia.edu/","b4503858-f6b7-40bc-be28-4e00acdd4836"
"ACADEMIC","","","","UVM/GEO","Department of Geography, University of Vermont","http://www.uvm.edu/~geograph/","a63b09c7-225c-4198-bc1c-96d46621ed33"
"ACADEMIC","","","","UVM/GEOLOGY","Department of Geology, University of Vermont","http://www.uvm.edu/geology/","e10cb4b6-a57f-4f9a-988a-e68dede5b884"
"ACADEMIC","","","","UVM/GIEE/EC","Ecoinformatics Collaboratory, Gund Institute for Ecological Economics, the University of Vermont","http://ecoinformatics.uvm.edu/","99e2a41d-671b-47b2-a66d-00ed4c30fbf0"
